Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,continent,country_code,Continent_AF,Continent_AS,Continent_EU,Continent_NA,Continent_OC,Continent_SA,Country_US,Country_CN
Dan Friedkin,4.1,United States,Toyota dealerships,705,56.0,"Houston, Texas",United States,Married,4.0,"Bachelor of Arts/Science, Georgetown University; Master of Business Administration, Rice University",False,NAm,US,0,0,0,1,0,0,1,0
Laurence Graff & family,4.1,United Kingdom,diamond jewelry,705,82.0,"Gstaad, Switzerland",United Kingdom,Divorced,5.0,,True,EU,GB,0,0,1,0,0,0,0,0
Martin Haefner,4.1,Switzerland,"software, investments",705,67.0,"Zurich, Switzerland",Switzerland,Married,,,False,EU,CH,0,0,1,0,0,0,0,0
Hong Ra-hee,4.1,South Korea,Samsung,705,75.0,"Seoul, South Korea",South Korea,Widowed,3.0,"Bachelor of Arts/Science, Seoul National University",False,AS,KR,0,1,0,0,0,0,0,0
Ji Qi,4.1,China,"hotels, motels",705,54.0,"Shanghai, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
"Rupert Johnson, Jr.",4.1,United States,money management,705,80.0,"Burlingame, California",United States,Married,,"Bachelor of Arts/Science, Washington & Lee University",False,NAm,US,0,0,0,1,0,0,1,0
Daniel Kretinsky,4.1,Czechia,"energy, investments",705,45.0,"Prague, Czechia",Czechia,In Relationship,1.0,"Law Degree, Masaryk University",True,EU,CZ,0,0,1,0,0,0,0,0
William Lauder,4.1,United States,Estee Lauder,705,61.0,"New York, New York",United States,Divorced,,,False,NAm,US,0,0,0,1,0,0,1,0
Janice McNair,4.1,United States,"energy, sports",705,84.0,"Houston, Texas",United States,Widowed,4.0,"Bachelor of Arts/Science, Columbia College",False,NAm,US,0,0,0,1,0,0,1,0
John Morris,4.1,United States,sporting goods retail,705,73.0,"Springfield, Missouri",United States,Married,4.0,"Bachelor of Arts/Science, Drury University",True,NAm,US,0,0,0,1,0,0,1,0
Gabe Newell,4.1,United States,videogames,705,58.0,"Seattle, Washington",United States,Divorced,2.0,"Drop Out, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Katharina Otto-Bernstein,4.1,Germany,real estate,705,57.0,"New York, New York",Germany,Married,2.0,,False,EU,DE,0,0,1,0,0,0,0,0
Julio Ponce Lerou,4.1,Chile,fertilizer,705,75.0,"Santiago, Chile",Chile,Divorced,1.0,,True,SA,CL,0,0,0,0,0,1,0,0
Jon Stryker,4.1,United States,medical equipment,705,63.0,"New York, New York",United States,Married,2.0,"Bachelor of Arts/Science, Kalamazoo College; Master of Architecture, University of California, Berkeley",False,NAm,US,0,0,0,1,0,0,1,0
Suh Kyung-bae,4.1,South Korea,cosmetics,705,58.0,"Seoul, South Korea",South Korea,Married,2.0,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Yonsei University",False,AS,KR,0,1,0,0,0,0,0,0
Xu Jingren,4.1,China,pharmaceuticals,705,76.0,"Taizhou, China",China,Married,2.0,,True,AS,CN,0,1,0,0,0,0,0,1
Samuel Yin,4.1,Taiwan,retail,705,70.0,"Taipei, Taiwan",Taiwan,Married,2.0,"Bachelor of Arts/Science, Chinese Culture University; Ph.D, National Chengchi University; Master of Business Administration, National Taiwan University",False,AS,TW,0,1,0,0,0,0,0,0
Walter P.J. Droege,4.0,Germany,investing,727,68.0,"Dusseldorf, Germany",Germany,Married,,,True,EU,DE,0,0,1,0,0,0,0,0
Du Jiangtao & family,4.0,China,chemicals,727,51.0,"Beijing, China",China,Married,,"Master of Arts, Beijing Institute of Technology",True,AS,CN,0,1,0,0,0,0,0,1
Vinod & Anil Rai Gupta,4.0,India,electrical equipment,727,,"Delhi, India",India,,,,False,AS,IN,0,1,0,0,0,0,0,0
Masatoshi Ito,4.0,Japan,retail,727,97.0,"Tokyo, Japan",Japan,Married,3.0,,True,AS,JP,0,1,0,0,0,0,0,0
Igor Kesaev,4.0,Russia,"tobacco distribution, retail",727,54.0,"Moscow, Russia",Russia,Married,3.0,"Bachelor of Arts/Science, Moscow Institute of International Relations",True,EU,RU,0,0,1,0,0,0,0,0
Koon Poh Keong,4.0,Malaysia,aluminum,727,60.0,"Petaling Jaya, Malaysia",Malaysia,Married,,"Bachelor of Engineering, University of Oklahoma",True,AS,MY,0,1,0,0,0,0,0,0
Paul Xiaoming Lee & family,4.0,United States,packaging,727,63.0,"Yuxi, China",United States,Married,,"Master of Science, University of Massachusetts",True,NAm,US,0,0,0,1,0,0,1,0
Li Xiang,4.0,China,electric vehicles,727,39.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Melissa Ma,4.0,China,internet search,727,,"Beijing, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Kiran Mazumdar-Shaw,4.0,India,biopharmaceuticals,727,68.0,"Bangalore, India",India,Married,,"Bachelor of Arts/Science, Bangalore University; Master of Science, Melbourne University",True,AS,IN,0,1,0,0,0,0,0,0
Gwendolyn Sontheim Meyer,4.0,United States,Cargill,727,59.0,"Rancho Santa Fe, California",United States,Divorced,2.0,,False,NAm,US,0,0,0,1,0,0,1,0
Akira Mori & family,4.0,Japan,real estate,727,84.0,"Tokyo, Japan",Japan,Married,3.0,,False,AS,JP,0,1,0,0,0,0,0,0
Georg Nemetschek & family,4.0,Germany,software,727,87.0,"Munich, Germany",Germany,Widowed,2.0,,True,EU,DE,0,0,1,0,0,0,0,0
Masahiro Noda,4.0,Japan,software,727,82.0,"Tokyo, Japan",Japan,Married,,"Bachelor of Arts/Economics, Kansai University",True,AS,JP,0,1,0,0,0,0,0,0
Ajay Piramal,4.0,India,pharmaceuticals,727,65.0,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, Bombay University; Master of Business Administration, Bombay University",False,AS,IN,0,1,0,0,0,0,0,0
Qiu Guanghe & family,4.0,China,fashion retail,727,69.0,"Wenzhou, China",China,Married,2.0,,True,AS,CN,0,1,0,0,0,0,0,1
Trevor Rees-Jones,4.0,United States,oil & gas,727,69.0,"Dallas, Texas",United States,Married,2.0,"Bachelor of Arts/Science, Dartmouth College; Doctor of Jurisprudence, Southern Methodist University",True,NAm,US,0,0,0,1,0,0,1,0
Ira Rennert,4.0,United States,investments,727,86.0,"New York, New York",United States,Married,3.0,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",True,NAm,US,0,0,0,1,0,0,1,0
Marc Rowan,4.0,United States,private equity,727,58.0,"New York, New York",United States,Married,,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Ugur Sahin,4.0,Germany,biotechnology,727,55.0,"Mainz, Germany",Germany,Married,,,True,EU,DE,0,0,1,0,0,0,0,0
Michal Solowow,4.0,Poland,investments,727,58.0,"Kielce, Poland",Poland,Married,3.0,,True,EU,PL,0,0,1,0,0,0,0,0
Udo & Harald Tschira,4.0,Germany,software,727,,Germany,Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Wu Jianshu,4.0,Hong Kong,auto parts,727,57.0,"Ningbo, China",Hong Kong,,,,True,AS,HK,0,1,0,0,0,0,0,0
Ye Xiaoping,4.0,China,pharmaceuticals,727,58.0,"Hangzhou, China",China,,,"Ph.D, Oxford University",True,AS,CN,0,1,0,0,0,0,0,1
Zhou Hongyi,4.0,China,security software,727,50.0,"Beijing, China",China,Married,,"Master of Science, Xi'an Jiaotong University",True,AS,CN,0,1,0,0,0,0,0,1
Che Jianxing,3.9,China,furniture retailing,752,54.0,"Shanghai, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Beatriz Davila de Santo Domingo,3.9,Colombia,beer,752,82.0,Bermuda,Colombia,Widowed,2.0,,False,SA,CO,0,0,0,0,0,1,0,0
Rafael Del Pino,3.9,Spain,construction,752,62.0,"Madrid, Spain",Spain,Divorced,6.0,"Master of Business Administration, MIT Sloan School of Management; Bachelor of Arts/Science, Universidad  Politecnica de Madrid",False,EU,ES,0,0,1,0,0,0,0,0
Du Weimin,3.9,China,vaccines,752,57.0,"Shenzhen, China",China,Married,,"Master of Business Administration, Jinan University",True,AS,CN,0,1,0,0,0,0,0,1
Rakesh Gangwal,3.9,United States,airline,752,67.0,"Miami, Florida",United States,Married,1.0,"Bachelor of Science in Engineering, Indian Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Paul Gauselmann & family,3.9,Germany,gambling,752,86.0,"Espelkamp, Germany",Germany,Married,4.0,,True,EU,DE,0,0,1,0,0,0,0,0
Jeff Greene,3.9,United States,"real estate, investments",752,66.0,"Palm Beach, Florida",United States,Married,3.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Johns Hopkins University",True,NAm,US,0,0,0,1,0,0,1,0
Johnelle Hunt,3.9,United States,trucking,752,89.0,"Fayetteville, Arkansas",United States,Widowed,2.0,"Drop Out, University of Central Arkansas",True,NAm,US,0,0,0,1,0,0,1,0
Jin Baofang,3.9,China,solar energy,752,68.0,"Xingtai, China",China,Married,,"Associate in Arts/Science, Hebei Broadcast and Television University",True,AS,CN,0,1,0,0,0,0,0,1
Kuan Kam Hon & family,3.9,Malaysia,synthetic gloves,752,73.0,"Kuala Lumpur, Malaysia",Malaysia,Married,3.0,,True,AS,MY,0,1,0,0,0,0,0,0
"Stephen Mandel, Jr.",3.9,United States,hedge funds,752,65.0,"Greenwich, Connecticut",United States,Married,3.0,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University; Diploma, Phillips Academy Exeter",True,NAm,US,0,0,0,1,0,0,1,0
Gilles Martin,3.9,France,laboratory services,752,57.0,"Nantes, France",France,Married,,"Bachelor of Arts/Science, Ecole centrale de Paris; Master, Syracuse University; Ph.D, Syracuse University",True,EU,FR,0,0,1,0,0,0,0,0
Masahiro Miki,3.9,Japan,shoes,752,65.0,"Tokyo, Japan",Japan,Married,,"Bachelor of Arts/Science, Toho Gakuen tanki University",True,AS,JP,0,1,0,0,0,0,0,0
Dan Olsson,3.9,Sweden,diversified,752,74.0,"Gothenburg, Sweden",Sweden,Married,,,False,EU,SE,0,0,1,0,0,0,0,0
Robert Rowling,3.9,United States,"hotels, investments",752,67.0,"Dallas, Texas",United States,Married,2.0,"Doctor of Jurisprudence, Southern Methodist University; Bachelor of Arts/Science, The University of Texas at Austin",False,NAm,US,0,0,0,1,0,0,1,0
Erik Selin,3.9,Sweden,real estate,752,53.0,"Göteborg, Sweden",Sweden,Divorced,,,True,EU,SE,0,0,1,0,0,0,0,0
Mark Shoen,3.9,United States,U-Haul,752,70.0,"Phoenix, Arizona",United States,Married,1.0,,False,NAm,US,0,0,0,1,0,0,1,0
Ben Silbermann,3.9,United States,Pinterest,752,38.0,"San Francisco, California",United States,Married,2.0,"Bachelor of Arts/Science, Yale University",True,NAm,US,0,0,0,1,0,0,1,0
Maximilian Viessmann,3.9,Germany,heating and cooling equipment,752,,,Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Wang Linpeng,3.9,China,furniture retailing,752,53.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Wu Zhigang & family,3.9,China,bakery chain,752,86.0,"Shenyang, China",China,Married,3.0,,True,AS,CN,0,1,0,0,0,0,0,1
Yi Zheng,3.9,China,software,752,50.0,"Hangzhou, China",China,,,"Bachelor of Arts/Science, Zhejiang University",True,AS,CN,0,1,0,0,0,0,0,1
Zhang Wenzhong,3.9,China,supermarkets,752,59.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Euisun Chung,3.8,South Korea,Hyundai,775,50.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Korea University; Master of Business Administration, University of San Francisco",False,AS,KR,0,1,0,0,0,0,0,0
Daniel D'Aniello,3.8,United States,private equity,775,74.0,"Vienna, Virginia",United States,Married,2.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",True,NAm,US,0,0,0,1,0,0,1,0
Oleg Deripaska,3.8,Russia,"aluminum, utilities",775,53.0,"Moscow, Russia",Russia,Divorced,2.0,"Bachelor of Arts/Science, Moscow State University",True,EU,RU,0,0,1,0,0,0,0,0
Sergey Dmitriev,3.8,Russia,computer software,775,55.0,"Prague, Czechia",Russia,,,"Master of Science, Saint Petersburg State University",True,EU,RU,0,0,1,0,0,0,0,0
Feng Hailiang,3.8,China,"copper, education",775,60.0,"Zhuji, China",China,Married,2.0,"Master of Business Administration, Zhejiang University",True,AS,CN,0,1,0,0,0,0,0,1
John Gandel,3.8,Australia,shopping malls,775,86.0,"Melbourne, Australia",Australia,Married,4.0,"Doctorate, Monash University",False,OC,AU,0,0,0,0,1,0,0,0
Gao Dekang & family,3.8,China,apparel,775,69.0,"Changshu, China",China,Married,3.0,"EMBA, Phoenix International University",True,AS,CN,0,1,0,0,0,0,0,1
Jaime Gilinski Bacal,3.8,Colombia,banking,775,63.0,"London, United Kingdom",Colombia,Married,4.0,"Master of Business Administration, Harvard Business School",False,SA,CO,0,0,0,0,0,1,0,0
Sergei Gordeev,3.8,Russia,real estate,775,48.0,"Moscow, Russia",Russia,Single,,"Bachelor of Arts/Science, Togliatti Academy of Management",True,EU,RU,0,0,1,0,0,0,0,0
Jeff Green,3.8,United States,online advertising,775,44.0,"Newbury Park, California",United States,,,,True,NAm,US,0,0,0,1,0,0,1,0
"Amos Hostetter, Jr.",3.8,United States,cable television,775,84.0,"Boston, Massachusetts",United States,Married,3.0,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",True,NAm,US,0,0,0,1,0,0,1,0
Kuok Khoon Hong,3.8,Singapore,palm oil,775,71.0,"Singapore, Singapore",Singapore,Married,4.0,,False,AS,SG,0,1,0,0,0,0,0,0
Lai Jianping,3.8,China,soy sauce,775,,"Foshan, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Aerin Lauder,3.8,United States,cosmetics,775,51.0,"New York, New York",United States,Married,2.0,"Bachelor of Arts/Science, University of Pennsylvania",False,NAm,US,0,0,0,1,0,0,1,0
Hans Georg Naeder,3.8,Germany,prosthetics,775,59.0,"Duderstadt, Germany",Germany,Divorced,2.0,,False,EU,DE,0,0,1,0,0,0,0,0
Maren Otto,3.8,Germany,"retail, real estate",775,,"Berlin, Germany",Germany,Widowed,,,False,EU,DE,0,0,1,0,0,0,0,0
Clive Palmer,3.8,Australia,mining,775,67.0,"Brisbane, Australia",Australia,Married,3.0,,True,OC,AU,0,0,0,0,1,0,0,0
Karsanbhai Patel,3.8,India,consumer goods,775,77.0,"Ahmedabad, India",India,Married,3.0,,True,AS,IN,0,1,0,0,0,0,0,0
Qiu Jianping & family,3.8,China,hand tools,775,59.0,"Hangzhou, China",China,Married,,"Master of Science, Xi'an Jiaotong University",True,AS,CN,0,1,0,0,0,0,0,1
Wolfgang Reimann,3.8,Germany,consumer goods,775,68.0,"Passau, Germany",Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Matthias Reimann-Andersen,3.8,Germany,consumer goods,775,56.0,"Munich, Germany",Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Stefan Reimann-Andersen,3.8,Germany,consumer goods,775,57.0,"Vienna, Austria",Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Renate Reimann-Haas,3.8,Germany,consumer goods,775,69.0,"Vienna, Austria",Germany,,,,False,EU,DE,0,0,1,0,0,0,0,0
Dirk Rossmann & family,3.8,Germany,drugstores,775,74.0,"Lower-Saxony, Germany",Germany,Married,2.0,,True,EU,DE,0,0,1,0,0,0,0,0
Shaul Shani,3.8,Israel,telecom,775,66.0,Italy,Israel,,,,True,AS,IL,0,1,0,0,0,0,0,0
Song Fei,3.8,China,machinery,775,54.0,"Yantai, China",China,Married,,,True,AS,CN,0,1,0,0,0,0,0,1
Donald Sterling,3.8,United States,real estate,775,87.0,"Beverly Hills, California",United States,Married,3.0,"Bachelor of Arts/Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",True,NAm,US,0,0,0,1,0,0,1,0
Ivar Tollefsen,3.8,Norway,real estate,775,59.0,"Oslo, Norway",Norway,,,,True,EU,NO,0,0,1,0,0,0,0,0
Don Vultaggio & family,3.8,United States,beverages,775,69.0,"Port Washington, New York",United States,Married,2.0,"High School Graduate, High School",True,NAm,US,0,0,0,1,0,0,1,0
Nusli Wadia,3.8,India,consumer goods,775,77.0,"Mumbai, India",India,Married,2.0,,False,AS,IN,0,1,0,0,0,0,0,0
Zhang Jin,3.8,China,commodities,775,49.0,"Guangzhou, China",China,,,"Master of Arts, Hong Kong Polytechnic University; EMBA, Peking University",True,AS,CN,0,1,0,0,0,0,0,1
Zhu Gongshan,3.8,China,solar panel materials,775,63.0,"Shanghai, China",China,Married,2.0,,True,AS,CN,0,1,0,0,0,0,0,1
Peter Gilgan,3.7,Canada,homebuilding,807,70.0,"Oakville, Canada",Canada,Married,8.0,,True,NAm,CA,0,0,0,1,0,0,0,0
Marian Ilitch,3.7,United States,Little Caesars,807,88.0,"Bingham Farms, Michigan",United States,Widowed,7.0,"Diploma, High School; High School Graduate, High School",True,NAm,US,0,0,0,1,0,0,1,0
Kong Jian Min,3.7,China,real estate,807,53.0,"Guangzhou, China",China,,,"Bachelor of Arts/Science, Jinan University",True,AS,CN,0,1,0,0,0,0,0,1
Li Liangbin,3.7,China,lithium,807,53.0,"Xinyu, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Li Yongxin & family,3.7,China,education,807,45.0,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Peking University",True,AS,CN,0,1,0,0,0,0,0,1
Mary Alice Dorrance Malone,3.7,United States,Campbell Soup,807,71.0,"Coatesville, Pennsylvania",United States,Divorced,2.0,"Bachelor of Arts/Science, University of Arizona",False,NAm,US,0,0,0,1,0,0,1,0
Michael Milken,3.7,United States,investments,807,74.0,"Los Angeles, California",United States,Married,3.0,"Bachelor of Arts/Science, University of California, Berkeley; Master of Business Administration, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Ronald Perelman,3.7,United States,leveraged buyouts,807,78.0,"New York, New York",United States,Married,8.0,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Candido Pinheiro Koren de Lima,3.7,Brazil,"hospitals, health insurance",807,74.0,"Fortaleza, Brazil",Brazil,Married,2.0,,True,SA,BR,0,0,0,0,0,1,0,0
J. Joe Ricketts & family,3.7,United States,TD Ameritrade,807,79.0,"Little Jackson Hole, Wyoming",United States,Married,4.0,"Bachelor of Arts/Science, Creighton University",True,NAm,US,0,0,0,1,0,0,1,0
Paolo & Gianfelice Mario Rocca,3.7,Italy,pipe manufacturing,807,,"Buenos Aires, Argentina",Italy,,,"Certificate, Harvard Business School",False,EU,IT,0,0,1,0,0,0,0,0
Jeff Rothschild,3.7,United States,Facebook,807,66.0,"Palo Alto, California",United States,Married,3.0,"Bachelor of Arts/Science, Vanderbilt University; Master of Science, Vanderbilt University",True,NAm,US,0,0,0,1,0,0,1,0
David Rubenstein,3.7,United States,private equity,807,71.0,"Bethesda, Maryland",United States,Divorced,3.0,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Chicago",True,NAm,US,0,0,0,1,0,0,1,0
Maria-Elisabeth Schaeffler-Thumann,3.7,Germany,auto parts,807,79.0,"Herzogenaurach, Germany",Germany,Married,,,False,EU,DE,0,0,1,0,0,0,0,0
Steven Spielberg,3.7,United States,movies,807,74.0,"Pacific Palisades, California",United States,Married,7.0,"Bachelor of Arts/Science, California State Long Beach",True,NAm,US,0,0,0,1,0,0,1,0
Barry Sternlicht,3.7,United States,private equity,807,60.0,"Miami, Florida",United States,Married,3.0,"Bachelor of Arts/Science, Brown University",True,NAm,US,0,0,0,1,0,0,1,0
Mark Stevens,3.7,United States,venture capital,807,61.0,"Steamboat Springs, Colorado",United States,Married,3.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",True,NAm,US,0,0,0,1,0,0,1,0
David Steward,3.7,United States,IT provider,807,69.0,"St. Louis, Missouri",United States,Married,,"Bachelor of Arts/Science, Central Missouri State University",True,NAm,US,0,0,0,1,0,0,1,0
Vincent Viola,3.7,United States,electronic trading,807,65.0,"New York, New York",United States,Married,3.0,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",True,NAm,US,0,0,0,1,0,0,1,0
Todd Wanek,3.7,United States,furniture,807,57.0,"St. Petersburg, Florida",United States,Married,2.0,,False,NAm,US,0,0,0,1,0,0,1,0
Wang Roger,3.7,United States,retail,807,72.0,"Nanjing, China",United States,Married,2.0,"Bachelor of Arts/Science, Chinese Culture University; Master of Business Administration, Southeastern Louisiana University",True,NAm,US,0,0,0,1,0,0,1,0
Russ Weiner,3.7,United States,energy drinks,807,51.0,"Delray Beach, Florida",United States,Single,,"Bachelor of Arts/Science, San Diego State University",True,NAm,US,0,0,0,1,0,0,1,0
Herbert Wertheim,3.7,United States,investments,807,81.0,"Coral Gables, Florida",United States,Married,,"Associate in Arts/Science, Brevard Community College; Doctorate, Southern College of Optometry",True,NAm,US,0,0,0,1,0,0,1,0
Xu Shugen,3.7,China,"construction, mining machinery",807,55.0,"Hangzhou, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Anil Agarwal & family,3.6,India,"mining, metals",831,67.0,"London, United Kingdom",India,Married,2.0,,True,AS,IN,0,1,0,0,0,0,0,0
Majid Al Futtaim & family,3.6,United Arab Emirates,"real estate, retail",831,,"Dubai, United Arab Emirates",United Arab Emirates,Married,,,False,AS,AE,0,1,0,0,0,0,0,0
Leonid Boguslavsky,3.6,Russia,venture capital,831,69.0,"Moscow, Russia",Russia,Married,4.0,"Master of Science, Moscow Institute for Transport Engineering",True,EU,RU,0,0,1,0,0,0,0,0
"Austen Cargill, II.",3.6,United States,Cargill,831,70.0,"Livingston, Montana",United States,Divorced,2.0,"Doctorate, Oregon State University; Bachelor of Arts/Science, University of Minnesota; Master of Science, University of Minnesota",False,NAm,US,0,0,0,1,0,0,1,0
"James Cargill, II.",3.6,United States,Cargill,831,72.0,"Birchwood, Wisconsin",United States,Married,2.0,,False,NAm,US,0,0,0,1,0,0,1,0
Chu Lam Yiu,3.6,Hong Kong,flavorings,831,51.0,"Hong Kong, Hong Kong",Hong Kong,Married,,,True,AS,HK,0,1,0,0,0,0,0,0
Steve Conine,3.6,United States,online retail,831,48.0,"Boston, Massachusetts",United States,Married,3.0,"Bachelor of Science in Engineering, Cornell University",True,NAm,US,0,0,0,1,0,0,1,0
Hu Kaijun,3.6,China,pharmaceuticals,831,59.0,"Beijing, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
S. Curtis Johnson,3.6,United States,cleaning products,831,66.0,"Racine, Wisconsin",United States,Married,4.0,"Bachelor of Arts/Science, Cornell University; Master of Business Administration, Kellogg School of Management",False,NAm,US,0,0,0,1,0,0,1,0
Helen Johnson-Leipold,3.6,United States,cleaning products,831,64.0,"Racine, Wisconsin",United States,Married,5.0,"Bachelor of Arts/Science, Cornell University",False,NAm,US,0,0,0,1,0,0,1,0
Daryl Katz,3.6,Canada,pharmacies,831,59.0,"Edmonton, Canada",Canada,Married,2.0,"Bachelor of Arts/Science, University of Alberta; Doctor of Jurisprudence, University of Alberta",True,NAm,CA,0,0,0,1,0,0,0,0
Peter Kellogg,3.6,United States,investments,831,78.0,"Short Hills, New Jersey",United States,Married,3.0,"Bachelor of Arts/Science, Babson College",False,NAm,US,0,0,0,1,0,0,1,0
Samuel Tak Lee,3.6,Hong Kong,real estate,831,82.0,"Hong Kong, Hong Kong",Hong Kong,Married,7.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Massachusetts Institute of Technology",False,AS,HK,0,1,0,0,0,0,0,0
Li Hongxin & family,3.6,China,paper & related products,831,68.0,"Yanzhou, China",China,Married,3.0,,True,AS,CN,0,1,0,0,0,0,0,1
Marianne Liebmann,3.6,United States,Cargill,831,67.0,"Bozeman, Montana",United States,Married,2.0,"Bachelor of Arts/Science, Montana State University",False,NAm,US,0,0,0,1,0,0,1,0
Winifred J. Marquart,3.6,United States,cleaning products,831,62.0,"Virginia Beach, Virginia",United States,Married,4.0,"Drop Out, Cornell University",False,NAm,US,0,0,0,1,0,0,1,0
Daniel Och,3.6,United States,hedge funds,831,60.0,"Miami Beach, Florida",United States,Married,3.0,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",True,NAm,US,0,0,0,1,0,0,1,0
Anthony Pritzker,3.6,United States,"hotels, investments",831,60.0,"Los Angeles, California",United States,Married,6.0,"Bachelor of Arts/Science, Dartmouth College",False,NAm,US,0,0,0,1,0,0,1,0
Rodger Riney & family,3.6,United States,discount brokerage,831,75.0,"St. Louis, Missouri",United States,Married,3.0,"Bachelor of Arts/Science, University of Missouri; Master of Business Administration, University of Missouri",True,NAm,US,0,0,0,1,0,0,1,0
Niraj Shah,3.6,United States,online retail,831,47.0,"Boston, Massachusetts",United States,Married,2.0,"Bachelor of Science in Engineering, Cornell University",True,NAm,US,0,0,0,1,0,0,1,0
Lynsi Snyder,3.6,United States,In-N-Out Burger,831,39.0,"Glendora, California",United States,Married,,,False,NAm,US,0,0,0,1,0,0,1,0
Jerzy Starak,3.6,Poland,pharmaceuticals,831,73.0,"Konstancin, Poland",Poland,Married,3.0,,True,EU,PL,0,0,1,0,0,0,0,0
Michael Tojner,3.6,Austria,"batteries, investments",831,55.0,"Vienna, Austria",Austria,,,"Master of Business Administration, University of Vienna; Master of Laws, University of Vienna",True,EU,AT,0,0,1,0,0,0,0,0
Richard Tsai,3.6,Taiwan,finance,831,63.0,"Taipei, Taiwan",Taiwan,Married,2.0,"Master of Business Administration, Leonard N. Stern School of Business; Graduate, National Taiwan University",False,AS,TW,0,1,0,0,0,0,0,0
Ty Warner,3.6,United States,"real estate, plush toys",831,76.0,"Oak Brook, Illinois",United States,Single,,"Drop Out, Kalamazoo College",True,NAm,US,0,0,0,1,0,0,1,0
Yang Shaopeng,3.6,China,shipping,831,63.0,"Qingdao, China",China,,,,True,AS,CN,0,1,0,0,0,0,0,1
Yuan Liping,3.6,Canada,pharmaceuticals,831,50.0,"Shenzhen, China",Canada,Divorced,,,False,NAm,CA,0,0,0,1,0,0,0,0
Zhang Hongwei,3.6,China,"oil, banking",831,66.0,"Beijing, China",China,Married,3.0,"Bachelor of Arts/Science, Harbin Engineering University; Master of Science, Harbin Institute of Technology",True,AS,CN,0,1,0,0,0,0,0,1
Andrej Babis,3.5,Czechia,agriculture,859,66.0,"Prague, Czechia",Czechia,Married,4.0,"Master, University of Economics in Bratislava (UEB)",True,EU,CZ,0,0,1,0,0,0,0,0
Shyam & Hari Bhartia,3.5,India,diversified,859,68.0,"Delhi, India",India,Married,2.0,,False,AS,IN,0,1,0,0,0,0,0,0
Hubert Burda,3.5,Germany,publishing,859,81.0,"Munich, Germany",Germany,Married,2.0,"Bachelor of Arts/Science, Ludwig Maxmilian University",False,EU,DE,0,0,1,0,0,0,0,0
Chuchat Petaumpai & Daonapa Petampai,3.5,Thailand,motorcycle loans,859,67.0,"Bangkok, Thailand",Thailand,Married,2.0,"Bachelor of Arts/Economics, Oklahoma State University",True,AS,TH,0,1,0,0,0,0,0,0
Charles Cohen,3.5,United States,real estate,859,69.0,"New York, New York",United States,Married,4.0,"Doctor of Jurisprudence, Brooklyn Law School; Bachelor of Arts/Science, Tufts University",False,NAm,US,0,0,0,1,0,0,1,0
